Date,Accident_Severity,Weather_Conditions,Road_Surface_Conditions,Light_Conditions,Vehicle_Type,Road_Type,Speed_limit,Number_of_Casualties,Number_of_Vehicles,Latitude,Longitude
2018-12-28 13:50:57.238158,Serious,Raining no high winds,Dry,Daylight,Taxi,One way street,20,4,3,52.5751,-0.6597
2018-12-30 12:36:59.079386,Slight,Fine no high winds,Frost or ice,Daylight,Car,Dual carriageway,70,1,3,52.7757,-3.1289
2019-01-01 11:23:00.920613,Slight,Fine no high winds,Frost or ice,Daylight,Car,One way street,30,3,1,51.6671,-1.2382
2019-01-03 10:09:02.761841,Fatal,Fog or mist,Frost or ice,Darkness - lights unlit,Motorcycle,Slip road,30,5,2,53.565,0.7441
2019-01-05 08:55:04.603068,Slight,Raining no high winds,Dry,Darkness - lights lit,Car,Single carriageway,40,3,1,50.4159,-0.3068
2019-01-07 07:41:06.444296,Slight,Fine + high winds,Wet or damp,Daylight,Car,Dual carriageway,60,3,2,52.4029,0.6335
2019-01-09 06:27:08.285523,Slight,Raining + high winds,Dry,Darkness - no lighting,Car,Single carriageway,30,3,2,54.217,-2.6228
2019-01-11 05:13:10.126751,Serious,Raining no high winds,Dry,Daylight,Car,Roundabout,30,4,2,53.7251,0.8859
2019-01-13 03:59:11.967978,Slight,Fine no high winds,Dry,Daylight,Goods vehicle,Single carriageway,30,2,3,57.9974,0.1559
2019-01-15 02:45:13.809206,Slight,Fine no high winds,Dry,Daylight,Motorcycle,Slip road,70,2,2,53.1101,0.009
2019-01-17 01:31:15.650433,Serious,Fine no high winds,Dry,Daylight,Taxi,Dual carriageway,30,1,1,53.096,-2.094
2019-01-19 00:17:17.491661,Serious,Fine no high winds,Wet or damp,Darkness - no lighting,Car,Dual carriageway,40,3,2,54.0287,0.8821
2019-01-20 23:03:19.332888,Slight,Fine + high winds,Dry,Daylight,Car,Single carriageway,70,2,1,51.5224,-0.4911
2019-01-22 21:49:21.174116,Slight,Raining no high winds,Wet or damp,Darkness - lights lit,Car,Single carriageway,30,1,2,57.0104,0.6851
2019-01-24 20:35:23.015343,Slight,Raining + high winds,Dry,Daylight,Car,Dual carriageway,70,4,2,54.5781,-2.0147
2019-01-26 19:21:24.856571,Serious,Fine no high winds,Dry,Daylight,Car,Single carriageway,70,3,3,51.5369,-3.1989
2019-01-28 18:07:26.697798,Slight,Raining no high winds,Dry,Darkness - lighting unknown,Goods vehicle,Roundabout,60,5,1,56.3475,-2.1721
2019-01-30 16:53:28.539026,Slight,Raining no high winds,Dry,Daylight,Pedal cycle,Single carriageway,30,4,2,50.2747,-1.496
2019-02-01 15:39:30.380253,Serious,Raining no high winds,Wet or damp,Daylight,Van,Dual carriageway,50,1,2,57.8605,-1.0663
2019-02-03 14:25:32.221480,Serious,Raining no high winds,Dry,Daylight,Car,Single carriageway,60,4,1,56.9212,-1.1905
2019-02-05 13:11:34.062708,Slight,Fine no high winds,Dry,Darkness - no lighting,Pedal cycle,Dual carriageway,70,5,2,54.6371,-0.9967
2019-02-07 11:57:35.903935,Serious,Fine no high winds,Dry,Daylight,Car,Dual carriageway,30,4,3,50.8904,0.6294
2019-02-09 10:43:37.745163,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,60,1,1,51.7222,-3.0644
2019-02-11 09:29:39.586390,Serious,Fine no high winds,Frost or ice,Daylight,Goods vehicle,Single carriageway,30,5,3,52.2355,-2.2617
2019-02-13 08:15:41.427618,Slight,Fine no high winds,Dry,Daylight,Motorcycle,Single carriageway,30,5,1,51.9283,0.8873
2019-02-15 07:01:43.268845,Slight,Raining no high winds,Wet or damp,Darkness - lights lit,Car,Dual carriageway,30,4,1,53.9802,-0.9175
2019-02-17 05:47:45.110073,Serious,Snowing no high winds,Wet or damp,Daylight,Car,Single carriageway,60,5,1,57.5565,-0.7914
2019-02-19 04:33:46.951300,Slight,Raining no high winds,Snow,Daylight,Car,Dual carriageway,40,4,2,53.5534,-1.3707
2019-02-21 03:19:48.792528,Slight,Raining no high winds,Wet or damp,Daylight,Bus or coach,Single carriageway,40,3,1,55.2925,-0.9806
2019-02-23 02:05:50.633755,Serious,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,70,5,1,55.5087,-2.9106
2019-02-25 00:51:52.474983,Serious,Raining no high winds,Wet or damp,Darkness - lights unlit,Taxi,Single carriageway,30,4,1,56.9726,-0.9922
2019-02-26 23:37:54.316210,Slight,Fine no high winds,Frost or ice,Daylight,Car,Single carriageway,50,3,3,50.2706,1.4845
2019-02-28 22:23:56.157438,Serious,Fine no high winds,Dry,Darkness - lighting unknown,Car,Single carriageway,30,5,1,53.2346,-0.8867
2019-03-02 21:09:57.998665,Slight,Fine no high winds,Dry,Daylight,Car,Slip road,30,3,2,56.2779,-3.7558
2019-03-04 19:55:59.839893,Slight,Fine no high winds,Dry,Daylight,Car,Roundabout,50,5,1,56.5189,0.3804
2019-03-06 18:42:01.681120,Slight,Fine no high winds,Wet or damp,Darkness - no lighting,Car,Single carriageway,70,1,1,57.4187,-1.8194
2019-03-08 17:28:03.522348,Slight,Fine no high winds,Wet or damp,Daylight,Bus or coach,Dual carriageway,40,1,3,55.6224,-3.1548
2019-03-10 16:14:05.363575,Serious,Fine no high winds,Dry,Darkness - lights lit,Goods vehicle,Roundabout,60,4,2,51.9612,0.7439
2019-03-12 15:00:07.204803,Slight,Unknown,Wet or damp,Darkness - lighting unknown,Pedal cycle,Single carriageway,30,2,2,54.0453,-2.9111
2019-03-14 13:46:09.046030,Slight,Fine no high winds,Dry,Daylight,Goods vehicle,Single carriageway,30,1,2,50.2588,1.0642
2019-03-16 12:32:10.887258,Slight,Fine no high winds,Dry,Daylight,Goods vehicle,Single carriageway,40,2,1,55.1754,-1.5701
2019-03-18 11:18:12.728485,Fatal,Fine no high winds,Flood over 3cm deep,Darkness - lights lit,Motorcycle,Single carriageway,20,3,1,54.4344,0.0853
2019-03-20 10:04:14.569713,Slight,Raining no high winds,Dry,Daylight,Goods vehicle,Slip road,30,3,2,55.3347,-0.9915
2019-03-22 08:50:16.410940,Slight,Fine no high winds,Dry,Daylight,Car,Dual carriageway,40,2,2,57.4411,-2.5886
2019-03-24 07:36:18.252168,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,20,4,3,55.4982,-0.309
2019-03-26 06:22:20.093395,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,30,5,2,52.5636,1.2685
2019-03-28 05:08:21.934623,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Dual carriageway,40,2,1,51.5899,0.233
2019-03-30 03:54:23.775850,Serious,Fine no high winds,Wet or damp,Daylight,Car,Roundabout,40,2,1,56.8371,-0.6779
2019-04-01 02:40:25.617078,Fatal,Fine no high winds,Dry,Daylight,Van,Dual carriageway,70,2,1,51.5547,1.4485
2019-04-03 01:26:27.458305,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Dual carriageway,50,2,3,51.2929,-2.5407
2019-04-05 00:12:29.299533,Serious,Fine no high winds,Dry,Daylight,Car,Single carriageway,30,2,2,51.6529,-3.6571
2019-04-06 22:58:31.140760,Serious,Fine no high winds,Wet or damp,Daylight,Car,Roundabout,70,4,1,54.0707,-3.8233
2019-04-08 21:44:32.981987,Serious,Fine + high winds,Dry,Darkness - lights lit,Car,Dual carriageway,60,1,3,50.9935,-0.0912
2019-04-10 20:30:34.823215,Slight,Raining no high winds,Snow,Daylight,Car,Single carriageway,30,5,3,57.5049,0.5663
2019-04-12 19:16:36.664442,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Dual carriageway,30,1,1,57.73,-0.5069
2019-04-14 18:02:38.505670,Slight,Fine no high winds,Flood over 3cm deep,Darkness - no lighting,Car,Single carriageway,50,2,3,57.7904,0.9776
2019-04-16 16:48:40.346897,Slight,Fog or mist,Dry,Daylight,Car,Single carriageway,40,1,3,50.313,-0.1611
2019-04-18 15:34:42.188125,Serious,Fine no high winds,Snow,Daylight,Goods vehicle,Single carriageway,60,4,1,57.5696,-1.9597
2019-04-20 14:20:44.029352,Fatal,Fine no high winds,Dry,Daylight,Bus or coach,Single carriageway,60,3,3,57.9793,-3.0031
2019-04-22 13:06:45.870580,Serious,Raining no high winds,Dry,Daylight,Car,Single carriageway,50,1,1,57.5394,1.0856
2019-04-24 11:52:47.711807,Slight,Fine no high winds,Dry,Darkness - no lighting,Car,Single carriageway,70,5,1,55.3675,-3.4302
2019-04-26 10:38:49.553035,Slight,Fine no high winds,Dry,Darkness - no lighting,Car,Single carriageway,40,4,3,55.6098,-1.0136
2019-04-28 09:24:51.394262,Fatal,Fine no high winds,Wet or damp,Daylight,Bus or coach,Single carriageway,30,3,1,50.978,-2.273
2019-04-30 08:10:53.235490,Serious,Raining + high winds,Dry,Darkness - lights lit,Car,Single carriageway,60,4,1,56.9944,-2.5072
2019-05-02 06:56:55.076717,Slight,Fine no high winds,Dry,Darkness - no lighting,Car,Single carriageway,30,2,2,50.4771,-0.4479
2019-05-04 05:42:56.917945,Serious,Raining no high winds,Wet or damp,Darkness - lights unlit,Goods vehicle,Dual carriageway,60,3,1,52.5418,-2.7282
2019-05-06 04:28:58.759172,Serious,Unknown,Dry,Daylight,Car,Single carriageway,70,5,2,57.9292,1.04
2019-05-08 03:15:00.600400,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,50,3,2,53.3786,-1.7668
2019-05-10 02:01:02.441627,Slight,Fine no high winds,Dry,Daylight,Car,Roundabout,40,5,2,51.0492,-0.2744
2019-05-12 00:47:04.282855,Slight,Fine no high winds,Wet or damp,Darkness - lights unlit,Pedal cycle,Dual carriageway,40,2,2,57.7544,0.0027
2019-05-13 23:33:06.124082,Slight,Fine no high winds,Wet or damp,Daylight,Goods vehicle,Roundabout,30,5,3,57.8731,-0.2438
2019-05-15 22:19:07.965310,Slight,Fine no high winds,Dry,Daylight,Bus or coach,Single carriageway,30,4,3,51.4963,0.9687
2019-05-17 21:05:09.806537,Serious,Fog or mist,Dry,Daylight,Car,Single carriageway,50,1,1,56.9184,-2.7288
2019-05-19 19:51:11.647765,Slight,Raining no high winds,Dry,Daylight,Car,Dual carriageway,60,4,1,53.1234,-3.5267
2019-05-21 18:37:13.488992,Slight,Raining no high winds,Wet or damp,Daylight,Van,Single carriageway,50,4,1,53.0509,-3.6949
2019-05-23 17:23:15.330220,Slight,Fine no high winds,Dry,Darkness - lighting unknown,Van,Single carriageway,30,3,3,52.1016,0.8281
2019-05-25 16:09:17.171447,Slight,Fine + high winds,Dry,Daylight,Car,Single carriageway,40,2,2,50.3577,1.3531
2019-05-27 14:55:19.012675,Serious,Snowing no high winds,Dry,Daylight,Goods vehicle,Roundabout,60,1,3,52.1441,-2.3361
2019-05-29 13:41:20.853902,Slight,Fine + high winds,Dry,Daylight,Car,Single carriageway,40,5,3,50.4302,-0.1857
2019-05-31 12:27:22.695130,Slight,Fine no high winds,Dry,Daylight,Car,One way street,40,3,1,57.395,-3.951
2019-06-02 11:13:24.536357,Serious,Raining no high winds,Wet or damp,Daylight,Motorcycle,Roundabout,60,2,1,55.2938,-2.9625
2019-06-04 09:59:26.377585,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,50,1,1,57.093,-0.209
2019-06-06 08:45:28.218812,Slight,Fine no high winds,Dry,Daylight,Pedal cycle,Dual carriageway,30,4,2,55.7383,-3.6376
2019-06-08 07:31:30.060040,Slight,Fine no high winds,Wet or damp,Daylight,Car,Dual carriageway,60,2,2,51.0503,-1.4232
2019-06-10 06:17:31.901267,Slight,Raining no high winds,Wet or damp,Daylight,Car,Roundabout,30,2,3,57.5247,-0.3558
2019-06-12 05:03:33.742495,Slight,Raining no high winds,Dry,Daylight,Pedal cycle,Single carriageway,70,2,2,57.1991,0.2128
2019-06-14 03:49:35.583722,Slight,Fine no high winds,Dry,Darkness - lights unlit,Pedal cycle,Dual carriageway,30,4,1,52.7846,-1.504
2019-06-16 02:35:37.424949,Slight,Fine no high winds,Dry,Darkness - lights unlit,Car,Single carriageway,20,5,2,50.8923,-0.5334
2019-06-18 01:21:39.266177,Serious,Fine no high winds,Snow,Daylight,Car,One way street,60,3,2,55.6332,-1.0323
2019-06-20 00:07:41.107404,Slight,Fine no high winds,Dry,Daylight,Motorcycle,Single carriageway,30,5,2,55.8269,-3.7123
2019-06-21 22:53:42.948632,Slight,Fine no high winds,Snow,Darkness - no lighting,Car,Single carriageway,60,1,2,57.1746,0.0854
2019-06-23 21:39:44.789859,Slight,Fine no high winds,Wet or damp,Daylight,Van,Dual carriageway,60,3,1,50.4212,-3.052
2019-06-25 20:25:46.631087,Slight,Fine + high winds,Dry,Darkness - lights lit,Pedal cycle,Roundabout,60,1,1,51.1336,-3.8251
2019-06-27 19:11:48.472314,Serious,Fine no high winds,Dry,Darkness - lights unlit,Car,Dual carriageway,70,4,3,54.786,-1.5186
2019-06-29 17:57:50.313542,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,30,5,3,54.9531,0.761
2019-07-01 16:43:52.154769,Fatal,Fine no high winds,Dry,Daylight,Car,Single carriageway,60,2,3,50.2689,-3.1704
2019-07-03 15:29:53.995997,Slight,Snowing no high winds,Dry,Darkness - lights unlit,Pedal cycle,Slip road,30,3,2,53.1755,-3.9293
2019-07-05 14:15:55.837224,Slight,Raining no high winds,Wet or damp,Daylight,Car,Dual carriageway,30,2,2,54.6733,-3.3951
2019-07-07 13:01:57.678452,Slight,Raining no high winds,Flood over 3cm deep,Daylight,Car,Roundabout,60,1,1,55.9033,-1.9999
2019-07-09 11:47:59.519679,Fatal,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,30,2,3,52.5292,-0.8091
2019-07-11 10:34:01.360907,Slight,Raining no high winds,Wet or damp,Daylight,Motorcycle,Single carriageway,40,2,1,53.8712,-2.9384
2019-07-13 09:20:03.202134,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Dual carriageway,40,4,3,56.5124,0.4108
2019-07-15 08:06:05.043362,Slight,Raining no high winds,Dry,Darkness - lights lit,Car,Roundabout,50,4,3,57.6312,0.1431
2019-07-17 06:52:06.884589,Serious,Fog or mist,Dry,Darkness - lighting unknown,Pedal cycle,Single carriageway,70,5,3,51.8425,-0.1728
2019-07-19 05:38:08.725817,Slight,Raining no high winds,Wet or damp,Daylight,Pedal cycle,Roundabout,30,1,2,52.0243,-1.3189
2019-07-21 04:24:10.567044,Serious,Raining + high winds,Snow,Daylight,Goods vehicle,Single carriageway,40,4,3,57.5185,-1.9913
2019-07-23 03:10:12.408272,Slight,Raining no high winds,Wet or damp,Daylight,Car,Single carriageway,60,4,3,53.1673,-1.9343
2019-07-25 01:56:14.249499,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,40,5,2,55.7468,-1.2331
2019-07-27 00:42:16.090727,Slight,Fog or mist,Dry,Daylight,Motorcycle,Single carriageway,30,3,3,54.8981,-3.5748
2019-07-28 23:28:17.931954,Slight,Fine no high winds,Wet or damp,Darkness - lighting unknown,Car,Single carriageway,40,5,2,52.2847,-0.2473
2019-07-30 22:14:19.773182,Slight,Fine no high winds,Dry,Darkness - no lighting,Pedal cycle,Single carriageway,30,2,2,55.2285,-2.0667
2019-08-01 21:00:21.614409,Slight,Fine no high winds,Wet or damp,Daylight,Motorcycle,Single carriageway,30,2,1,55.2445,-2.7638
2019-08-03 19:46:23.455637,Serious,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Roundabout,60,4,2,54.7395,-2.4692
2019-08-05 18:32:25.296864,Slight,Fine no high winds,Wet or damp,Daylight,Pedal cycle,Single carriageway,40,4,2,50.7973,-3.0084
2019-08-07 17:18:27.138092,Slight,Fine no high winds,Dry,Daylight,Van,Single carriageway,70,5,2,57.9614,0.9586
2019-08-09 16:04:28.979319,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,60,5,3,53.2033,-3.0703
2019-08-11 14:50:30.820547,Slight,Raining no high winds,Dry,Daylight,Car,Single carriageway,50,1,1,55.106,0.8561
2019-08-13 13:36:32.661774,Slight,Fine no high winds,Dry,Darkness - lighting unknown,Car,Dual carriageway,20,2,3,57.0861,-0.8527
2019-08-15 12:22:34.503002,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,5,2,53.3863,0.771
2019-08-17 11:08:36.344229,Slight,Raining no high winds,Wet or damp,Daylight,Car,Dual carriageway,30,3,2,56.1914,-1.3926
2019-08-19 09:54:38.185456,Serious,Fine no high winds,Wet or damp,Darkness - lights lit,Motorcycle,Dual carriageway,70,1,1,57.7746,1.102
2019-08-21 08:40:40.026684,Fatal,Raining no high winds,Dry,Daylight,Van,Single carriageway,30,5,1,52.8715,-2.8368
2019-08-23 07:26:41.867911,Slight,Raining no high winds,Dry,Daylight,Car,Single carriageway,30,4,2,53.2422,-0.9492
2019-08-25 06:12:43.709139,Slight,Raining + high winds,Dry,Daylight,Car,Single carriageway,40,5,2,57.2446,-3.3079
2019-08-27 04:58:45.550366,Slight,Raining no high winds,Dry,Daylight,Motorcycle,Single carriageway,30,4,3,51.2771,-1.5403
2019-08-29 03:44:47.391594,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Dual carriageway,30,4,2,50.2288,-0.8655
2019-08-31 02:30:49.232821,Slight,Raining no high winds,Dry,Daylight,Goods vehicle,Dual carriageway,40,2,3,57.2711,-0.6688
2019-09-02 01:16:51.074049,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,2,1,56.5727,-1.9896
2019-09-04 00:02:52.915276,Serious,Fine no high winds,Dry,Daylight,Car,Single carriageway,30,5,3,57.7807,-3.5802
2019-09-05 22:48:54.756504,Serious,Fine + high winds,Frost or ice,Daylight,Car,Single carriageway,30,5,2,50.4659,-0.3957
2019-09-07 21:34:56.597731,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Bus or coach,Dual carriageway,60,3,3,51.2494,-1.3136
2019-09-09 20:20:58.438959,Slight,Fine + high winds,Dry,Daylight,Car,Single carriageway,40,1,3,50.8425,-3.2472
2019-09-11 19:07:00.280186,Slight,Fine + high winds,Dry,Daylight,Bus or coach,Single carriageway,30,1,1,55.4673,1.1473
2019-09-13 17:53:02.121414,Serious,Raining + high winds,Wet or damp,Daylight,Car,Single carriageway,40,5,3,54.8481,1.2562
2019-09-15 16:39:03.962641,Slight,Fog or mist,Snow,Daylight,Car,Dual carriageway,30,2,2,52.8747,0.7113
2019-09-17 15:25:05.803869,Slight,Fine no high winds,Dry,Daylight,Car,Roundabout,70,3,3,50.4594,0.6413
2019-09-19 14:11:07.645096,Serious,Fine no high winds,Frost or ice,Darkness - lights lit,Van,Single carriageway,30,1,3,55.1173,-3.4573
2019-09-21 12:57:09.486324,Slight,Raining no high winds,Snow,Daylight,Pedal cycle,Single carriageway,50,5,3,54.561,1.4638
2019-09-23 11:43:11.327551,Serious,Fine no high winds,Frost or ice,Daylight,Car,Slip road,60,2,2,50.9032,-1.7979
2019-09-25 10:29:13.168779,Slight,Raining no high winds,Wet or damp,Darkness - lights unlit,Car,Single carriageway,60,2,3,57.2713,-3.1028
2019-09-27 09:15:15.010006,Slight,Raining no high winds,Wet or damp,Daylight,Car,Dual carriageway,30,2,2,51.5916,0.4666
2019-09-29 08:01:16.851234,Slight,Raining no high winds,Dry,Darkness - no lighting,Car,Single carriageway,30,4,3,55.9481,-2.7585
2019-10-01 06:47:18.692461,Serious,Fine no high winds,Wet or damp,Daylight,Car,Dual carriageway,60,2,1,57.0806,-1.106
2019-10-03 05:33:20.533689,Serious,Fine no high winds,Dry,Daylight,Pedal cycle,Single carriageway,30,5,1,54.6358,-3.2959
2019-10-05 04:19:22.374916,Serious,Fine no high winds,Wet or damp,Darkness - no lighting,Pedal cycle,One way street,60,3,1,51.9748,-1.3894
2019-10-07 03:05:24.216144,Slight,Fine no high winds,Dry,Daylight,Car,Dual carriageway,60,5,2,52.474,-0.9302
2019-10-09 01:51:26.057371,Serious,Raining + high winds,Wet or damp,Darkness - lights lit,Car,Dual carriageway,60,2,2,57.086,-1.5474
2019-10-11 00:37:27.898599,Slight,Fine no high winds,Wet or damp,Daylight,Pedal cycle,Dual carriageway,30,3,2,52.3861,-3.6178
2019-10-12 23:23:29.739826,Slight,Fine no high winds,Dry,Daylight,Goods vehicle,Dual carriageway,60,1,3,55.9695,-1.3328
2019-10-14 22:09:31.581054,Serious,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,50,1,2,57.9213,-1.4208
2019-10-16 20:55:33.422281,Slight,Raining no high winds,Dry,Daylight,Car,Roundabout,60,5,2,57.9985,-2.5611
2019-10-18 19:41:35.263509,Slight,Raining no high winds,Wet or damp,Darkness - no lighting,Car,One way street,20,3,2,54.2678,1.0688
2019-10-20 18:27:37.104736,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,20,5,2,56.6124,-1.7021
2019-10-22 17:13:38.945963,Slight,Fine no high winds,Dry,Darkness - lights unlit,Car,One way street,30,3,1,57.922,0.7526
2019-10-24 15:59:40.787191,Slight,Fine no high winds,Frost or ice,Darkness - lights unlit,Car,Dual carriageway,30,3,3,52.9974,-3.3968
2019-10-26 14:45:42.628418,Slight,Fine no high winds,Dry,Daylight,Motorcycle,Single carriageway,40,5,1,52.0193,-2.2462
2019-10-28 13:31:44.469646,Slight,Raining no high winds,Wet or damp,Daylight,Car,Single carriageway,70,3,3,50.9139,-3.0302
2019-10-30 12:17:46.310873,Serious,Raining no high winds,Dry,Darkness - no lighting,Car,Single carriageway,30,2,3,51.1272,-1.7537
2019-11-01 11:03:48.152101,Serious,Fine no high winds,Dry,Darkness - lights unlit,Car,Single carriageway,60,3,1,56.8285,-3.386
2019-11-03 09:49:49.993328,Slight,Fine no high winds,Dry,Daylight,Goods vehicle,Single carriageway,20,3,2,54.7098,-1.5743
2019-11-05 08:35:51.834556,Slight,Unknown,Wet or damp,Daylight,Goods vehicle,Single carriageway,30,5,1,56.9897,-2.0537
2019-11-07 07:21:53.675783,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,20,1,3,56.3156,-2.7718
2019-11-09 06:07:55.517011,Slight,Raining no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,4,3,55.39,-0.468
2019-11-11 04:53:57.358238,Slight,Fine no high winds,Dry,Daylight,Van,Slip road,70,3,2,54.8745,1.23
2019-11-13 03:39:59.199466,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,4,1,50.3867,-2.8609
2019-11-15 02:26:01.040693,Slight,Fine no high winds,Flood over 3cm deep,Daylight,Car,Single carriageway,50,3,3,56.9782,-0.0852
2019-11-17 01:12:02.881921,Slight,Fine no high winds,Snow,Daylight,Car,Single carriageway,40,5,1,53.3427,0.0831
2019-11-18 23:58:04.723148,Slight,Snowing no high winds,Dry,Daylight,Car,Single carriageway,70,5,2,54.4783,-1.2603
2019-11-20 22:44:06.564376,Slight,Fine no high winds,Wet or damp,Daylight,Car,Dual carriageway,30,3,2,50.1756,0.9372
2019-11-22 21:30:08.405603,Fatal,Fine no high winds,Dry,Daylight,Pedal cycle,Dual carriageway,30,5,3,57.4886,1.3151
2019-11-24 20:16:10.246831,Serious,Fine no high winds,Wet or damp,Daylight,Motorcycle,Dual carriageway,20,5,2,57.2219,-2.0076
2019-11-26 19:02:12.088058,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,30,3,3,54.3462,-0.4193
2019-11-28 17:48:13.929286,Serious,Fine no high winds,Snow,Daylight,Pedal cycle,Dual carriageway,30,1,3,54.6185,-0.3578
2019-11-30 16:34:15.770513,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,60,3,2,55.6401,-1.78
2019-12-02 15:20:17.611741,Serious,Fine + high winds,Wet or damp,Darkness - lighting unknown,Car,Single carriageway,50,1,2,52.1176,-2.2576
2019-12-04 14:06:19.452968,Serious,Fine no high winds,Dry,Daylight,Motorcycle,Single carriageway,50,5,1,51.7753,1.1356
2019-12-06 12:52:21.294196,Slight,Fine no high winds,Flood over 3cm deep,Daylight,Motorcycle,Single carriageway,40,1,1,55.3922,0.3449
2019-12-08 11:38:23.135423,Slight,Fog or mist,Dry,Daylight,Car,Single carriageway,30,5,3,50.8354,-3.3704
2019-12-10 10:24:24.976651,Slight,Fine no high winds,Wet or damp,Darkness - lighting unknown,Car,Single carriageway,30,1,1,53.6325,-3.3406
2019-12-12 09:10:26.817878,Slight,Snowing no high winds,Wet or damp,Daylight,Motorcycle,Slip road,70,1,3,53.9421,1.074
2019-12-14 07:56:28.659106,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Motorcycle,Single carriageway,60,3,2,53.0507,-3.5522
2019-12-16 06:42:30.500333,Slight,Raining + high winds,Dry,Darkness - lights lit,Motorcycle,Single carriageway,60,1,2,51.4821,-0.2137
2019-12-18 05:28:32.341561,Slight,Raining no high winds,Snow,Darkness - lights lit,Car,Single carriageway,60,5,1,52.8425,-2.7528
2019-12-20 04:14:34.182788,Serious,Fine + high winds,Dry,Daylight,Car,Dual carriageway,30,3,3,52.7005,-3.8065
2019-12-22 03:00:36.024016,Fatal,Unknown,Wet or damp,Darkness - lights lit,Car,Single carriageway,30,1,3,53.9941,-3.672
2019-12-24 01:46:37.865243,Slight,Fine no high winds,Dry,Daylight,Car,Roundabout,20,3,1,55.3974,-1.9456
2019-12-26 00:32:39.706470,Slight,Snowing no high winds,Dry,Daylight,Van,Slip road,30,4,3,57.7459,-3.5733
2019-12-27 23:18:41.547698,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,3,3,51.1533,-0.7185
2019-12-29 22:04:43.388925,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,40,4,2,56.9841,-0.4401
2019-12-31 20:50:45.230153,Serious,Fine no high winds,Dry,Darkness - lights lit,Bus or coach,Single carriageway,50,4,3,52.2734,-1.9459
2020-01-02 19:36:47.071380,Slight,Fine no high winds,Dry,Daylight,Car,Dual carriageway,60,3,3,54.731,0.0858
2020-01-04 18:22:48.912608,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,60,5,3,54.3739,-1.3048
2020-01-06 17:08:50.753835,Slight,Raining no high winds,Wet or damp,Daylight,Goods vehicle,Single carriageway,70,5,1,54.4556,-1.6337
2020-01-08 15:54:52.595063,Slight,Fine no high winds,Frost or ice,Daylight,Goods vehicle,Single carriageway,30,5,1,55.7869,-1.7616
2020-01-10 14:40:54.436290,Serious,Fine + high winds,Dry,Daylight,Motorcycle,Dual carriageway,20,2,1,53.0535,-1.6289
2020-01-12 13:26:56.277518,Serious,Raining + high winds,Dry,Darkness - lights unlit,Car,Single carriageway,50,4,3,52.5528,1.3234
2020-01-14 12:12:58.118745,Slight,Fine no high winds,Dry,Daylight,Motorcycle,Single carriageway,30,3,3,56.8227,-0.2523
2020-01-16 10:58:59.959973,Slight,Fine no high winds,Dry,Daylight,Bus or coach,Dual carriageway,30,5,1,51.7608,-2.2663
2020-01-18 09:45:01.801200,Slight,Fine no high winds,Wet or damp,Daylight,Car,Dual carriageway,30,5,1,51.442,0.0362
2020-01-20 08:31:03.642428,Serious,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Roundabout,30,3,3,50.1249,-2.1835
2020-01-22 07:17:05.483655,Serious,Fine no high winds,Dry,Daylight,Pedal cycle,Single carriageway,40,4,3,51.6846,-3.3086
2020-01-24 06:03:07.324883,Slight,Fine no high winds,Dry,Daylight,Car,Dual carriageway,30,3,2,54.1483,-1.3855
2020-01-26 04:49:09.166110,Slight,Fine no high winds,Dry,Daylight,Bus or coach,Dual carriageway,40,2,1,54.3081,0.1306
2020-01-28 03:35:11.007338,Serious,Snowing no high winds,Wet or damp,Daylight,Car,Single carriageway,50,2,3,52.0354,-1.9229
